ชื่อเครื่องมือ,Serial No.,"
Old_Code
",User,Project/Location,Status,วันที่เครื่องมือถูกเบิก,วันครบกำหนดส่งคืน,จำนวนวันที่เบิกไปแล้ว,สถานะการใช้งาน,สถานะการตรวจสอบ/ซ่อม,สถานะ (พร้อมใช้งาน ≥30 วัน)
รอกโซ่แบบมือสาว ขนาด 3 ตัน,E.MJ.CON.010.031.009.0003,E.MJ.CON.010.031.009.0003,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
รอกโซ่แบบมือสาว ขนาด 3 ตัน,E.MJ.CON.010.031.009.0004,E.MJ.CON.010.031.009.0004,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
รอกโซ่แบบมือสาว ขนาด 3 ตัน,E.MJ.CON.010.031.009.0005,E.MJ.CON.010.031.009.0005,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
รอกโซ่แบบมือสาว ขนาด 3 ตัน,E.MJ.CON.010.031.009.0006,E.MJ.CON.010.031.009.0006,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
รอกโซ่แบบมือสาว ขนาด 3 ตัน,E.MJ.CON.010.031.009.0007,E.MJ.CON.010.031.009.0007,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
รอกโซ่แบบมือสาว ขนาด 5 ตัน,E.MJ.CON.010.031.010.0001,E.MJ.CON.010.031.010.0001,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
"รอกสลิงไฟฟ้า ขนาด 1,000 Kg.",E.MJ.CON.010.031.011.0002,E.MJ.CON.010.031.011.0002,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
"รอกสลิงไฟฟ้า ขนาด 1,000 Kg.",E.MJ.CON.010.031.011.0003,E.MJ.CON.010.031.011.0003,,Canopy by Hilton ฺBangkok Sukhumvit (CBH SKV12),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
"รอกสลิงไฟฟ้า ขนาด 1,000 Kg.",E.MJ.CON.010.031.011.0004,S/N 004,,Canopy by Hilton ฺBangkok Sukhumvit (CBH SKV12),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
"รอกสลิงไฟฟ้า ขนาด 1,000 Kg.",E.MJ.CON.010.031.011.0005,S/N 005,101762 วริศรา อินง้อง,คลังสินค้าและบริการ,ใช้งานอยู่,,28/8/2025,45940,เกินกำหนด 43 วัน,,
หม้อแปลงไฟฟ้า 400 kVA.,E.MJ.CON.010.040.001.0001,A.05.001.0001,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 500 kVA.,E.MJ.CON.010.040.002.0001,A.05.002.0001,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 500 kVA.,E.MJ.CON.010.040.002.0002,A.05.002.0002,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 500 kVA.,E.MJ.CON.010.040.002.0003,A.05.002.0003,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 500 kVA.,E.MJ.CON.010.040.002.0004,A.05.002.0004,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 500 kVA.,E.MJ.CON.010.040.002.0005,A.05.002.0005,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 500 kVA.,E.MJ.CON.010.040.002.0006,S/N 640234,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 800 kVA.,E.MJ.CON.010.040.003.0001,A.05.003.0001,,JODD FAIRS,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 800 kVA.,E.MJ.CON.010.040.003.0002,A.05.003.0002,,Bloom Mental Wellness Hospital (BMWH),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 1000 kVA.,E.MJ.CON.010.040.004.0001,A.05.004.0001,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
หม้อแปลงไฟฟ้า 1250 kVA.,E.MJ.CON.010.040.005.0001,A.05.005.0001,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 100 A,E.MJ.CON.010.041.001.0001,A.56.001.0001,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 125 A,E.MJ.CON.010.041.002.0001,A.56.002.0001,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 250 A,E.MJ.CON.010.041.003.0001,A.56.003.0001,,Artale Asoke Rama9,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 250 A,E.MJ.CON.010.041.003.0002,A.56.003.0002,,สริน ราชพฤกษ์ สาย1,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 250 A,E.MJ.CON.010.041.003.0003,A.56.003.0003,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 250 A,E.MJ.CON.010.041.003.0004,A.56.003.0004,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 250 A,E.MJ.CON.010.041.003.0005,A.56.003.0005,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 250 A,E.MJ.CON.010.041.003.0006,A.56.003.0006,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 400 A,E.MJ.CON.010.041.004.0001,A.56.004.0001,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 400 A,E.MJ.CON.010.041.004.0002,E.MJ.CON.010.041.004.0002,,Canopy by Hilton ฺBangkok Sukhumvit (CBH SKV12),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 400 A,E.MJ.CON.010.041.004.0003,E.MJ.CON.010.041.004.0003,,Canopy by Hilton ฺBangkok Sukhumvit (CBH SKV12),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 400 A,E.MJ.CON.010.041.004.0004,E.MJ.CON.010.041.004.0004,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 800 A,E.MJ.CON.010.041.005.0001,A.56.005.0001,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 800 A,E.MJ.CON.010.041.005.0002,A.56.005.0002,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 800 A,E.MJ.CON.010.041.005.0003,E.MJ.CON.010.041.005.0003,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 800 A,E.MJ.CON.010.041.005.0004,E.MJ.CON.010.041.005.0004,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 800 A,E.MJ.CON.010.041.005.0005,E.MJ.CON.010.041.005.0005,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 800 A,E.MJ.CON.010.041.005.0006,E.MJ.CON.010.041.005.0006,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 1200 A,E.MJ.CON.010.041.006.0001,A.56.006.0001,,JODD FAIRS,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 1200 A,E.MJ.CON.010.041.006.0002,A.56.006.0002,,Bloom Mental Wellness Hospital (BMWH),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องปั่นกระแสไฟฟ้า 30 kVA.,E.MJ.CON.010.041.007.0001,A.11.001.0001,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องปั่นกระแสไฟฟ้า 150 kVA.,E.MJ.CON.010.041.008.0001,TTS2090030001,,คลังสินค้าบางบ่อ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องปั่นกระแสไฟฟ้า 220 kVA.,E.MJ.CON.010.041.009.001,E.MJ.CON.010.041.009.001,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 1600 A,E.MJ.CON.010.041.0001,E.MJ.CON.010.041.0001,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
MDB OUTDOOR 1600 A,E.MJ.CON.010.041.0002,E.MJ.CON.010.041.0002,,คลังสินค้าบางบ่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 16 บาร์,E.MJ.CON.010.050.001.0002,A.10.001.0002,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 16 บาร์,E.MJ.CON.010.050.001.0003,A.10.001.0003,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0001,A.10.002.0001,,สริน ราชพฤกษ์ สาย1,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0002,A.10.002.0002,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0003,A.10.002.0003,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0004,A.10.002.0004,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0005,A.10.002.0005,,Canopy by Hilton ฺBangkok Sukhumvit (CBH SKV12),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0006,A.10.002.0006,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0007,A.10.002.0007,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0008,E.MJ.CON.010.050.002.0008,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0009,E.MJ.CON.010.050.002.0009,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0010,E.MJ.CON.010.050.002.0010,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0011,E.MJ.CON.010.050.002.0011,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 18 บาร์,E.MJ.CON.010.050.002.0012,E.MJ.CON.010.050.002.0012,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
ปั๊มน้ำแรงดันสูงหลายใบพัดแนวตั้ง แรงดัน 22 บาร์,E.MJ.CON.010.050.003.0001,A.10.003.0001,,JODD FAIRS,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
Semi-Low Pressure Pump 60 LPM 10 Bar,E.MJ.CON.010.050.004.0001,A.10.004.0001,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำอัตโนมัติ ขนาด 300 วัตต์,E.MJ.CON.010.050.007.0002,TTS415250005,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
ปั๊มน้ำอัตโนมัติ ขนาด 350 วัตต์,E.MJ.CON.010.050.008.0002,TTS415250017,,คลังสินค้าและบริการ,เสียหาย,,,,,,
ปั๊มน้ำอัตโนมัติ ขนาด 350 วัตต์,E.MJ.CON.010.050.008.0006,TTS415250022,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
